ArticleID,ArticleTitle,Rec1,Rec2,Rec3,Rec4,Rec5
4695698299220703541,Android - The dark side of Jack and Jill,Exploring Java's Hidden Costs,What the JIT!? Anatomy of the OpenJDK HotSpot VM,Java 8 Streams - A Deeper Approach About Performance Improvement,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",What 2 Years of Android Development Have Taught Me the Hard Way - Thought's by Aritra Roy
381577463519666187,Corporate venture growth in Brazil is another sign of a mature tech ecosystem,Tech in Brazil is booming despite the country's political troubles,Latin America's chronic inefficiency could drive more O2O commerce growth,Meet the new Brazilian consumer,Workplace diversity in Brazil: there's still a long way to go,Brazilian Government and Ericsson to innovate together for Internet of Things
2244894675266276573,"Microservices Reference Architecture, Part 4 -12‑Factor App",Microservices Architecture on Google App Engine,Microservices: Real Architectural Patterns,Using Microservices Architecture as API Enablement Strategy,Standing on the Shoulders of Giants - Built to Adapt,Creating a scalable API with microservices
980458131533897249,Elasticsearch: CSV exporter for Kibana Discover,Elastic Stack 5.0.0 Released,A Data Engineer's Guide To Non-Traditional Data Storages,An Introduction to Elasticsearch Aggregations,Optimizing Elasticsearch Searches,"Practical advice for analysis of large, complex data sets"
5934557073194045393,Google's Cloud Investments are Finally Starting to Pay Off,This year's Founders' Letter,Google Cloud Platform: The smart person's guide - TechRepublic,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic"
-2237790708081130271,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,How Netflix does A/B testing - InVision Blog,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste",7 Mistakes Most Beginners Make When A/B Testing
6519443272707698315,Two Different Sales Motions . . . .,The sales secrets of high-growth companies,A new sales technology stack is coming,Google lags behind Amazon and Microsoft's cloud in one important area,How do you sell SaaS software to enterprise businesses?,So you want to sell to banks?
-5434287697440336767,How to send better push notifications - the complete guide to push notifications - Growth Bug - App World,The Most Important Push Notification metric - Growth Bug - App World,Designing smart notifications,Startup aims to use machine learning to make mobile notifications good,Stay focused with Google Calendar event notifications in your browser,The End Of Apps As We Know Them - Inside Intercom
-8723568727518869245,The Most Important Push Notification metric - Growth Bug - App World,How to send better push notifications - the complete guide to push notifications - Growth Bug - App World,Cookies vs Tokens: The Definitive Guide,What Is a Good Retention Rate for Online Software,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale,"So, You Want A Table, Huh?"
1436883058900979473,The future of the shopping mall,"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",Platforms are the real powerhouses in Silicon Valley's business landscape,The future of traditional retail is digital,Six iconic retailers and their digital transformation journeys,Building a digital-banking business
3321223121670148312,New South & Central America Trend Briefing from TrendWatching | PROTECTIVE TECH,LATIN INNOVATION BONANZA | New South & Central America Trend Briefing from TrendWatching,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,New Africa Trend Briefing from TrendWatching | BETTER TECH,The Drive to Bank on Digital
2581138407738454418,10 Modern Software Over-Engineering Mistakes,What 2 Years of Android Development Have Taught Me the Hard Way - Thought's by Aritra Roy,What to look for in a code review ,On DRY and the cost of wrongful abstractions,Writing good code: how to reduce the cognitive load of your code,Microservices: Real Architectural Patterns
2708089973817733462,You don't talk about refactoring club,One weird trick that will change the way you code forever: JavaScript TDD,Do you want Crappy Agile?,Dark Scrum,Digital transformation in the Premier League: Southampton FC's fan-first strategy,Understanding User Psychology: Thinking Like a Game Designer
6186282670048283099,The Netflix Tech Blog: Distributed Resource Scheduling with Apache Mesos,The incestuous relations among containers orchestration tools,Algorithms and architecture for job recommendations,Centrally manage all your Google Cloud resources with Cloud Resource Manager,Creating a scalable API with microservices,Automation and anxiety
-6732229745645090645,SwiftCoders by Garric Nahapetian on iTunes,Apple makes it easier to for developers to upload app screenshots via iTunes Connect,Apple Releases First Preview of Swift 3.0 for Developers,Google may be considering Swift for use on Android,Developing iOS 9 Apps with Swift - Curso grátis de Stanford no iTunes U,Swift Top 10 Articles For The Past Year (v.2017)
-1111518890369033396,The Business Case for Progressive Web Apps,Design Patterns: Progressive Disclosure for Mobile Apps,The Progress of Web Apps - On the Edge,Building Flipkart Lite: A Progressive Web App,Bots won't replace apps. Better apps will replace apps.,"Google I/O 2016 Preview: Machine Learning, Virtual Reality And Android N - ARC"
5293701842202310496,Can Accenture Take Over Advertising?,How to get the most from your agency relationships in 2017,Accenture Launches Content Studio,State of the Digital Nation 2016,Martech and ad tech convergence: myth or reality?,Accenture and Adboe team on customer enegagement
5384282624557636856,Three Lessons for Design-Driven Success,Time to Re-Think Design Thinking,The Future of Business is Design,What exactly is a design culture? ,What do Design Thinking and Marketing have in common?,The Year in Design - Zeldman on Web & Interaction Design
1286494666178127087,5 Internet Trends to Pay Attention to in Late 2016,How IoT security can benefit from machine learning,This year's Founders' Letter,How real businesses are using machine learning,Is machine learning the next commodity?,The Conversational Economy Part 1: What's Causing the Bot Craze?
-33740349536513960,10 Free Screen Readers For Blind Or Visually Impaired Users - Usability Geek,Building more accessible technology,My Approach to Mobile Accessibility Testing - Ministry of Testing,Addressing Accessibility for the Web,"[Tools] Free Business Video Conference with Screen Sharing, Permanent Room",Good Software Takes Ten Years. Get Used To it.
8215778202715904841,How to Create an Exponential Mindset,How to Think Exponentially and Better Predict the Future,Why do you Fail at Growth Marketing and How to Solve it,When Will The First Machine Become Superintelligent? - AI Revolution,7 Questions to Ask Before Your Next Digital Transformation,Ray Kurzweil Predicts Three Technologies Will Define Our Future
7446166231252589534,Uber China will reportedly merge with archrival Didi Chuxing,Cracks are showing in Uber but the company coming out of the shell is not what you thought,In defense of the Uber-ization of everything,Why Uber Is Killing the Bank (And What That Means for Everything Else),Uber's first self-driving cars will start picking up passengers this month,What's next for China's booming fintech sector?
-1501277643953505671,Introduction - Material Design for Wearables,Calm down: Google's use of Material Design on iOS is fine,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Why porting an iOS design to Android will not work,What the Google I/O schedule tells us about the future of Android,10 Multipurpose Material Design Themes to Make Your Projects 10 Times Better
8947914348334479785,'Training for Google Apps' Is One Of Chrome's Best Kept Secrets - OMG! Chrome!,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,"Google acquires Synergyse, an interactive training service for Google Apps","Google acquires Synergyse, an interactive training service for Google Apps",Introducing Casting into Hangouts,Google connects BigQuery to Google Drive and Sheets
-2114113759134837010,[Google4Work] Create a Tree View of your Google Drive,"Google Drive grows more powerful, feature by feature - TechRepublic",[Security] How to Set Expiration Dates for Shared Google Drive Files,Add the Same File to Multiple Folders in Google Drive without Copying,Google Drive for Mac/PC just got better! Now sync only the subfolders you need.,Google connects BigQuery to Google Drive and Sheets
4644672909721737325,Automation and anxiety,The return of the machinery question,Robots are coming for your job,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Today in Apple history: Steve Jobs passes away | Cult of Mac
4151147085496712967,Kubernetes,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2,Learn About the PHP Trends and Predictions for 2017,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",Introducing Google Container Engine (GKE) node pools,HHVM vs PHP 7 - The Competition Gets Closer - Kinsta
-8942026248671582808,German insurance startup Clark closes €13.2M Series A,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",The new-world insurance agent,The insurance tech equation,How Blockchain Technology Can Improve the Insurance Industry,InsurTech: changing the world of risk - Chris Skinner's blog
3134511142783292503,Spring Boot 1.4 released,How We Migrated Our Backend to Spring Boot in 3 Weeks - Stormpath User Identity API,Spring Boot 1.5.1 released,Combining Spring Boot and JDBI,Spring DAO vs Spring ORM vs Spring JDBC,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL"
