ArticleID,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
491373795166252904,Teaching machines to predict the future,Text summarization with TensorFlow,8 things to expect from Google's biggest event of the year,DeepMind moves to TensorFlow,The AI business landscape,Twitter adds a button to help you train its algorithm
505090987429665116,Google and Ray Kurzweil are making chatbots together,"Inside OpenAI, Elon Musk's Wild Plan to Set Artificial Intelligence Free",Twitter adds a button to help you train its algorithm,8 things to expect from Google's biggest event of the year,Making open source data more available,Behold.ai launches artificially intelligent medical software to find abnormalities faster
511891900317865118,Why porting an iOS design to Android will not work,How to Design a Walkthrough That Users Will Read,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Apple is working on an AI system that wipes the floor with Google and everyone else,Designing smart notifications,Adulterated Objective-C
515531013045220470,Leaf - Machine Learning for Hackers,3M e o perfil intraempreendedor | Endeavor Brasil,6 New Tech Gadgets That Will Simplify Your Life in 2017,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,Veja como funciona o assistente da Adobe que faz edições com comandos de voz,Kickstarter 3D printer will print circuit boards as part of your designs
521382866757596943,Optimize Arduino Memory Usage,"Revista MundoLogística - Sistema desenvolvido por estudante do CTC/PUC-RIO gera economia de US$ 10 milhões, no transporte marítimo",Shopping em BH terá fazenda urbana de 2.700 m²,Programação Reativa Funcional com RxJava,Python - It's metaclasses all the way down,11 Internet of Things (IoT) Protocols You Need to Know About
524776334673868069,Graph-powered Machine Learning at Google,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Services | RaRe Technologies,Google's Cloud Machine Learning service is now in public beta,New Sessions Added To Google I/O 2016 Schedule,The emerging Darwinian approach to analytics and augmented intelligence
532564948976818124,Orphan Black (TV Series 2013- ),Infrequently Noted,Touch (TV Series 2012-2013),"Chrome 52 Beta: CSS containment, simpler performance measurement, streamable responses from service workers, and more options for web push",Curta do Google pode ser o primeiro filme em realidade virtual indicado ao Oscar,The 100 (TV Series 2014- )
539980615899429566,Mastercard lança rival do Apple Pay e reforma seu logo,Blockchain Huge Potential For The Insurance Industry,Making digital strategy a reality in insurance,"Rakuten Acquires Bitnet, Plans to Open Blockchain Lab in Northern Ireland - Crowdfund Insider",InsurTech: changing the world of risk - Chris Skinner's blog,Itaú vende carteira de vida para Prudential | Sonho Seguro
541470630329465127,"Chatbots Are Your Newest, Dumbest Co-Workers",Conversational Banking; from branches to bots. - Chatbots Magazine,3Dprintler lets you order a 3D print via chatbot,"LendingRobot Lets You Monitor Your Portfolio Performance On Prosper, Lending Club, And Funding Circle",Ozlo The AI Chatbot Wants To Help You Find Coffee And Food,How a Chatbot Helped This Vinyl Records Startup Make $1 Million in 8 Months
549631724393582960,Optimize Your Agile Growth Strategy with Cloud,How AWS came to be,"Razorfish, US digital revenues, drag down Publicis",NOW NEW NEXT: How growth champions create new value,7 Questions to Ask Before Your Next Digital Transformation,Five things to include in your digital transformation playbook
564282370384747453,Scrum Community - Scrum Alliance,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",The Difference Between Sympathy And Empathy - Expanded Consciousness,"PSA: iOS 9.3.5 fixes serious security exploit that exposed contacts, texts, calls, &amp; emails",New free Trend Briefing from TrendWatching | INNOVATION CELEBRATION 2016,Clickpag agora é Rede Pay
569574447134368517,Mastering Bash and Terminal,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Hedron: Or my dissatisfaction with local development #Drupal,Here's how Evernote moved 3 petabytes of data to Google's cloud,Build Quality In: The Key to Continuous Delivery in Kanban,Amazon EBS Update - New Elastic Volumes Change Everything | AWS Blog
607684800821303652,How This Former Google Engineer Is Bringing Blockchain to Banks,"Elopar lança o ""Digio"", cartão para brigar com Nubank","Idwall, a startup de dados que bancos, fintechs e empresas de pagamento estão de olho.",Bradesco vai lançar novo banco digital: o Next.,GE Digital snags ServiceMax for $915 million,Itaú é pioneiro do blockchain
621816023396605502,AI Is Here to Help You Write Emails People Will Actually Read,Text summarization with TensorFlow,Algorithms and architecture for job recommendations,10 Stats About Artificial Intelligence That Will Blow You Away -- The Motley Fool,Building a high-throughput data science machine,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities"
623421554979899217,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,Senado lança enquete para saber se você é contra ou a favor a franquia de dados para internet fixa,Google Now Posting Full OTA Images For Nexus Devices Alongside Factory Images,Firefox edges out Microsoft globally for first time in browser wars | StatCounter Global Stats,Stackdriver Trace for App Engine is GA; app latency has nowhere to hide,Login sem senha no Android deve chegar até o final de 2016 | Google Discovery
626121253933491500,Amazon just released a Dash button for AWS IoT,Flipping the office telepresence model,Inside the offices of New York's biggest startups,NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas...,Bots won't replace apps. Better apps will replace apps.,Quando a ignorância vence a solidariedade
638282658987724754,Machine Learning for Designers,Here's proof that Google is getting serious about battling Facebook in a key area,Twitter adds a button to help you train its algorithm,8 things to expect from Google's biggest event of the year,Grow fast or die slow: Focusing on customer success to drive growth,"Secret's founder returns with Bold, a Medium for enterprise"
643905832258297060,Globant acquires WAE to continue advancing in the creation of digital journeys,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up",NOW NEW NEXT: How growth champions create new value,Don't Waste Your Time on Networking Events,How AWS came to be,Who sponsors Drupal development? | Dries Buytaert
654383168348870348,Million Song Dataset | scaling MIR research,"Pinterest acquires the team behind Fleksy, a custom iOS and Android keyboard",Tensorflow wins,"New functional programming language can generate C, Python code for apps",Approaching (Almost) Any Machine Learning Problem | Abhishek Thakur,Scala is the new golden child
660451400045043370,Duolingo's chatbots help you learn a new language,Why Deep Learning Is Suddenly Changing Your Life,Terms Aggregation in Elastic Search,CrowdFlower raises $10 million from Microsoft and others to bring AI to data science,This Super Accurate Portrait Selection Tech Uses Neural Networks,How will bots make money? Here are 7 business models
667643281369196267,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,"Webinário gratuito ""Como analisar um AWR Report""","Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",What's the Version of my Deployed Application? - DZone DevOps,Practical VPC Design - AWS Startup Collection,Migrating to the New Java 8 Date Time API | Baeldung
672199059798181601,Labelling automated builds on Docker Hub - Microscaling Systems,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Here's how Evernote moved 3 petabytes of data to Google's cloud,Hedron: Or my dissatisfaction with local development #Drupal,Amazon EBS Update - New Elastic Volumes Change Everything | AWS Blog,Build Quality In: The Key to Continuous Delivery in Kanban
679005777543560737,Mastercard libera APIs para quem quer desenvolver novas fintechs,"Agile is Dead, Long Live Continuous Delivery - Gradle",Nubank envia Pikachu para cliente que pediu desbloqueio de cartão e do Pokémon Go,Do you want Crappy Agile?,Dicas avançadas de ruby (capybara/cucumber),"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
685073630661800600,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,[Framework] Lean IT Governance,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,[Tools] XMind Plus - Last Chance for students' 1$ gift,Onde a tecnologia e o cuidado se encontram? - Saúde Business
711995695898078056,[eBook] Enxugando a máquina - Paulo Caroli,5 formas de tornar-se um Mestre em planejamento com o Portfolio for JIRA,Sony Smart Tennis Sensor for Tennis Rackets,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud","[Tools] Free Business Video Conference with Screen Sharing, Permanent Room",The Spotify Blog
717471739656838182,Here's how Evernote moved 3 petabytes of data to Google's cloud,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Hedron: Or my dissatisfaction with local development #Drupal,Build Quality In: The Key to Continuous Delivery in Kanban,Google's fair use victory is good for open source,Labelling automated builds on Docker Hub - Microscaling Systems
722931447608069342,Serasa Experian realiza hackathon com prêmios de até R$10 mil - Startupi,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados,Futuro do mercado financeiro é tema de evento da Original Devs - Startupi,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices",6 New Tech Gadgets That Will Simplify Your Life in 2017,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor
734632752661830332,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,Google employees are adding 'Lady' to their job titles to fight sexism,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,"A sneak peek at Google's upcoming travel app, Trips",9 Non-Threatening Leadership Strategies for Women,The AI business landscape
738761744030347929,How to Install and Use the Linux Bash Shell on Windows 10,Configuring OSGi,Workspace Filter,AEM 6.1 Package Manager Metadata Files,Live Event: Unveiling the GitLab Master Plan,Adobe CQ/Adobe AEM
751528815916485437,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft",Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Aurelia 1.0 is Here!!!,The Netflix Tech Blog: Distributed Resource Scheduling with Apache Mesos,7 Tips to Create a Company Learning Culture like Google - Without Resources,Cloud Native Part 1: Definition
764116021156146784,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"Stock photos of women of color in tech, now free to use.",Moovit's new Facebook chatbot for transport proves v0 is not going to be good,Google employees are adding 'Lady' to their job titles to fight sexism,Jury finds Google's implementation of Java in Android was fair use
